rows,threshold,accuracy,precision,recall,f1,mcc,auroc,auprc,false_positive_rate,false_negative_rate,true_positives,true_negatives,false_positives,false_negatives,alerts,alerts_per_10000_events,windows,window_true_positives,window_true_negatives,window_false_positives,window_false_negatives,window_precision,window_recall,model,period,threshold_mode
9050126,1.0114956239704043e-05,0.6269836464155306,0.4475067186824132,1.0,0.6183138398000034,0.45640958107015916,0.9801964864229722,0.9449824544206131,0.5345104397405225,0.0,2734356,2939925,3375845,0,6110201,6751.509316002893,1626,590,0,1036,0,0.3628536285362854,1.0,ae,development,benign_validation_quantile
