rows,threshold,accuracy,precision,recall,f1,mcc,auroc,auprc,false_positive_rate,false_negative_rate,true_positives,true_negatives,false_positives,false_negatives,alerts,alerts_per_10000_events,windows,window_true_positives,window_true_negatives,window_false_positives,window_false_negatives,window_precision,window_recall,model,period,threshold_mode
9050126,-144.7100256830838,0.93122736633722,0.8169343808798057,0.9954453626374913,0.8973986207192141,0.8557804814802392,0.9497808251341227,0.8528877355065387,0.0965752394403216,0.0045546373625087585,2721902,5705823,609947,12454,3331849,3681.549848035265,1626,575,24,1012,15,0.36231884057971014,0.9745762711864406,ocsvm,development,benign_validation_quantile
