training_numeric_weight,scoring_numeric_weight,seeds,min_recall,mean_precision,mean_f1,mean_mcc,mean_auprc,mean_auroc,max_fpr,eligible,selected
0.25,0.05,3,0.9980002603903808,0.6180352150614339,0.762767276182155,0.6704707836761337,0.9300142177906779,0.9736675179192136,0.2980323855998556,True,False
0.25,0.1,3,0.9980002603903808,0.6184193334174057,0.7630696238854918,0.670897241126148,0.9231614686479256,0.9722766645415785,0.2966368312968965,True,False
0.25,0.25,3,0.9980002603903808,0.6226849670263708,0.766409379501236,0.6755985984666717,0.9105091493400602,0.968837808119083,0.29004365263459564,True,True
0.5,0.05,3,0.9980002603903808,0.589453130650205,0.7411436454548719,0.6403100456754467,0.9474877891612398,0.9806015065204332,0.30918304498105537,True,False
0.5,0.1,3,0.9980002603903808,0.5900439647027048,0.7416057392944696,0.6409602133267164,0.9456480315587591,0.980123342874153,0.3091325364919875,True,False
0.5,0.25,3,0.9980002603903808,0.5920208955513132,0.7431657479876007,0.6431627457868497,0.9251750801713944,0.9729971650020381,0.30563130069651046,True,False
0.75,0.05,3,0.9980002603903808,0.6050008567133479,0.752529961393971,0.655960895993504,0.9237119439232869,0.9710019194277145,0.3491780099655307,True,False
0.75,0.1,3,0.9980002603903808,0.6068514502874217,0.7538873921223077,0.6578404608102129,0.920648847795405,0.9700476598375295,0.348922617511404,True,False
0.75,0.25,3,0.9980002603903808,0.607046650411279,0.7540421724192027,0.6580601258431564,0.8924062720103579,0.9634951655042797,0.3485612997306742,True,False
